Author,Review,Rating,Restaurant,Location
Han Qi,Cheap and tasty..only issue is the waiting. Start 630pmSit at 715pmOrder at 745pmEat at 815pmFinish at 900pmCheap and tasty..only issue is the waiting. Start 630pmSit at 715pmOrder at 745pm …More,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Jason Tan,Fast service. Food does not disappoint for the price range. Recommended.,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
McGod Dimoz,Food was nice. Since its MCO easy for take away. But the price are over. But worth trying the taste.,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Benjamin Choong,Value for money! Wait was a tad bit longer than expected,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Ai,Everything is way too salty. Ive got enough sodium intake for the next whole month.    so salty made me wanna throw up right after the meal.,"Rated 1.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
May Jin,Food was ok. We ordered ying yong and first spoon was quite salty. And the ither veg served was towards salty.Whats the best among all was still the lala.,"Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
T,Need to queue for 1 hour 40 minutes for a table. I queued for 40 minutes and left to another restaurant. Too hungry. Come early if you want to eat here.,"Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Fc,"Must try the lala superior ginger chili soup! Its their signature dish, and also try their oat mantis prawn! Definitely worth dying for!","Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Matcha Latte,😋 😋 😋Boston Lala!!! What's I've been craving for in the cold weather!!The taste of lala soup is superb...though not sure it's healthy or not.. YOLO 😬😋 😋 😋Boston Lala!!! What's I've been craving for in the cold weather!! …More,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Tay Kai Wei,"Food is good but need to wait for quite some time, be there early!","Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Kenneth Augustin,"I came before the restaurant opened, waited 1 hour for a seat, waited another hour for the food to arrive. Not only did the food arrive 30mins between each dish, their signature lala was so briny, boozy and heavy ginger taste, the moonlight kuey teow was so oily and bland, Mantis prawn was dry and chewy. Terrible food, not worth the wait and didint live up to the hype. Severely overrated. What a waste of time.I came before the restaurant opened, waited 1 hour for a seat, waited another hour for the food to arrive. Not only did the food arrive 30mins between each dish, their signature lala was so briny, boozy and heavy ginger taste, the moonlight …More","Rated 1.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
King W,Slow... Very slow.. more than 2 hours waiting for table and foood.. food soso only.. not recommended...,"Rated 1.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Martyn Lim,The 上汤啦啦 and hokkien mee were amazing other dishes were normal and also very packed and crowded so recommend to book 1st or prepare for long wait,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
rovea alcart,"Why would u bother to go to this restaurant idk maybe reviews, well heres mine. Here is 5 reasons to not come hereNumber 1. Ridiculously long waiting times for food and u dont get served food together, u have to wait in between dishes while u sit there looking stupid. Number 2. The food is Bad. And i mean BBBAAAADDDD... like everything is a miss. 3 kingdoms dish more like 3 waring kingdoms cause thats the dish a cluster dump. Mantisprawn nestum... Wheres the mantis prawn? Its just fried batter from how overly fried it was burried under a mountain of nestum. Lala? I might as well have a spicy vodka, same taste, less chewing. Noodles plain noodles no actual ingredients in there.Number 3 price, for that food in number 2? No thank you. There are better places to spend that kind of money.Number 4, atmosphere. One way to describe it, Fish Monger Auction Market! It is noisy and very uncomfortable with tables screaming left and right.Number 5, service and inconvenience, the service is bad and very slow, payment methods are inconvenient, they use touch n go pay but they don't have proper electronic system to make payment a smooth transaction. Its a hastle so just bring cash.So overall why would u come here ever? Idk i wouldnt. And for those that hype this place up so much, might want to reconsider those taste buds.Why would u bother to go to this restaurant idk maybe reviews, well heres mine. Here is 5 reasons to not come here …More","Rated 1.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Foh lan Ong,Yes need wait cuz nice food need to wait 😋but food is very super yummy,"Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Jasmine Tong,Very crowded and long queue during weekend. The food quality dropped since first time I visited 5 years ago.,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Steven Low,"Worst experience ever. Waited since 6 pm to 9 pm, 3 hours for table sitting, 1 hour for food to serve on the table.Total of 4 hoursAnd we took 20 min to eat. 4 dishes we have ordered- 月光何 moonlight kuey teow- 上汤啦啦 soup clamps- 虾 butter prawn- 福建面 hokkian noodle4 pax and all in small portion, RM 110Including 4 drinmsBad taste, bad experience and don't get con.Boss attitude is good but overall NO!Worst experience ever. Waited since 6 pm to 9 pm, 3 hours for table sitting, 1 hour for food to serve on the table.Total of 4 hours …More","Rated 1.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Yew Lee Tang,"Today, wait from 6.15pm to 8.15pm, 2 hours for my foods. Super slow. Foods is so so.","Rated 2.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Andi ArcoStringsAsia,"busy restaurant..famous for Lala , fish, pork..always busy..","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
JFD NEWS,Great food but must wait around 60 minutes. Must try ....,"Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Fu Chih,Delicious food. Wait is about an hour but worth it,"Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Polly Chan,"To be exact is 3.5 star rated. The food is okay, 3 dishes (sam sin, stew lala and yuet guong hor) and 3 drinks @ RM70.90. We ordered X2 for every dishes, but unsure they make it into one plate or forgot the order. Long waiting time. Queued for 1.15 hour from 5.45pm and another 45mins to get our dishes served.","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
JC Chen,Waited quite awhile. Food nice. Price reasonable. Maybe because i did not order many food.,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Miew Tan,"Cut the wait que, order on Win Grocer to enjoy at your the comfort of your own home.","Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Isaac Chee,"Good food, good price. Long wait, but worth the wait.","Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
ckcody,"Awesome lala. Although the wait is long, but totally worth it. Price is reasonable as well.","Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Brian Lee,"Restaurant Boston Baru 伸波士顿餐室 @ Klang, SelangorThe steamed lala is easily the best dish here. Steamed with copious amounts of ginger, and chopped cili padi, the juicy clams are perfectly cooked.Nestle Prawns – unpeeled prawns cooked with nestum. The prawns were huge and fresh. They were so crunchy that I could eat it as a whole without peeling the prawns. This is one of the best dish that night.Fried Hokkien Mee is the only dish which receives unanimous praise. And many more nice yummy food.Restaurant Boston Baru 伸波士顿餐室 @ Klang, SelangorThe steamed lala is easily the best dish here. Steamed with copious amounts of …More","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Jia Qing,Fresh and delicious...it usually requires a long wait during peak hours,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Rick ASTeh,"Great food, but need to have long queue.","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Eric Tan,Steam LaLa is the best.....,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
T KW,"One of the best LALA that I tasted before, the soup very nice, overall dishes also nice, just need to wait 30 minutes to 1 hour to be served. Definitely will go again.","Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Stewart GHTan,"Go early if you want to eat more, average only nothing special","Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Mun Jun,The food was food but you have to queue for one hour or more.,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Frankie Chiew,"Delicious food, but have to wait","Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Kui Chen Liaw,Most famous dish here is steam lala with Chinese wine.,"Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
William lim Xue jin,Toooooooooooo slow 6 come wait until 9Chef tooooooooo lessssssssss,"Rated 1.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Alex Law,Best place for 'La La'. Do expect a long serving time.,"Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
jeffrey wong,"Nice food but the fish head curry is like more to vegetables curry, with that's price is way expensive !","Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
CHOON & CO.,"reached at 5.30PM , ordered at 5.45PM, the time now is 7.20PM our food is still not here yet. So yeah ... definitely not recommended !","Rated 1.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Df Lim,"Food is good, is really not worth for the wait","Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
alvin lim,"Sunday,6.15pm waiting until 8.37pm so far so good, just come and try","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Jaz Tai,"You must have good patience before you come here to have your dinner. The crowd is out of your expectation, but worth it.","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Anny Quah,"Steam lala always the best choice, it's fresh and juicy.","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Gerard Tan,The wait can be pretty long at 30 to 45mins but the food always comes out hot,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
benny Ten,"Call and make order, take away is the faster one","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Ray Yong,"Fantastic shiong tong lala, very tasty soup and fresh lala. No wonder so much people willing to spend so much time queuing for it. Why not 5 star? Because environment+ service isn't the best and it definitely may offend someone","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
CY Khor,"Food very goodPrice averageSuggest you go on 530pm, wait around 45 mins to get your food server.","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Matthew Wong,"Lala isn't as fresh, portion reduce compared to last visit 3 months ago. Came at 7.45pm left at 10.45pm without finishing the food. Total queing time 85minutes, took another 90minutes for food to be served. Over 20 tables experience the same damn thing!!! Boss don't even dare to enter dining area because he knows that all the people aren't happy.. staff showing attitude by pointing number on order receipt without saying a word when asking him where's our food. Worse things worse customer who came later gets served earlier... Just don't open dining area if you can't handle the capacity. Was furious thorough out, probably no next timeLala isn't as fresh, portion reduce compared to last visit 3 months ago. Came at 7.45pm left at 10.45pm without finishing the food. Total queing time 85minutes, took another 90minutes for food to be served. Over 20 tables experience the …More","Rated 1.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
david goh,Good food,"Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Thim M Liew,"The food was good. We ordered their famous la-la plate, nestum cereal prawn, a vegetable,  fried kwayteow and filled fish. No rice. For drinks, we had coconut water.  All in came a bill of RM154. Four of us ate and had some balance left to tapas.","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Fung man,Hokkien Mee is famous but so so only ... Butter 虾膏and lala soup nice,"Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Eric Woo,"Food was delicious and reasonably priced,service was quick and clean environment","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
danny yks,Come early to get table. Place to dine in are limited. Food serve Abit slow. But the food quality still very satisfying..,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
lynn chuah,Go early to avoid long queue!,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
jinn ip,Honestly the food was ok.Sadly the manner of the boss are really bad.,"Rated 2.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Jenru Wong,"The dishes are just mediocre at best. Well the lala is quite nice (emphasis on the quite), but definitely not worth the 2 hours wait.","Rated 2.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Peter KUAN,Overated!Q for 1 hour+ for take away and noodles became too dry.Won't Q again.,"Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
小蜜蜂,Overrated place. Maybe only the lala soup is okay. Other dishes seem normal only. Not really worth the queue in my opinions.,"Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Shirlene Lee,Nice shells but really need to have long wait que,"Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
eric loong,Most famous dishes in this restaurant. Delicious,"Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Jia Jing,cheap and big portion! the fresh lala with the spiciness of ginger and chili is awesome,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Cool Angel,Well .. this need to also need to wait up to 2 hour list on Saturday.. they have 2 famous menu .. black noodle and chilli ginger PP soup..⭐️⭐️⭐️⭐️🌟 - Chilli ginger PP soup,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
hari dass,Nice food...lala ginger stim delicious,"Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Kawai Loo (Kawaiii xxD),"Very recommended. Staff are friendly and helpful. Worth the long queue. Went there during cmco. Follow sop. The dishes taste very delicious. Especially lala and cereal prawn.. Recommended by friends. But haven't try because far from my house. Once tried, immediately love it. Will return again","Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Jacob Chong,"The best soup lala in town , price is reasonable","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Striker FCS,Good lala dishes but long queue all the time,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Kin Yong Low,"Ordered most of the famous dishes, taste are good, maybe just after MCO not very crowded as usual.","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Chek Yan Ching,Been here several times with my friends. This restaurant is small and there's a lot of people queuing. The restaurant offered a lot of seats with table outside and arranged it alongside the restaurant.The foods here popular because of it's freshness of seafood. The seafood is really fresh. The time taken to prepared all of dishes is not too long and i'm really satisfied with the presentation. The texture and mixture is well-balanced with big portion. Make it enough for 3-4 packs.Price isn't too expensive but not too cheap. Affordable and worth money when the qualities of foods here are magnificent. Service her is quite slow but they staffs are professional. I had a great experience here though. Totally recommend it to my other friends who haven't been there.Been here several times with my friends. This restaurant is small and there's a lot of people queuing. The restaurant offered a lot of seats with table outside and arranged it alongside the restaurant. …More,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Cyreene T,I like it but the lala slimy chewy af,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Felix Yap,Have some lite meal b4 u go.. my experience for my dinner served after 2 to 3 hrs,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Wei Han Tan,"Amazing food! Not only their lala is famous, do order 麦片虾膏 too! Love itBut waiting time is unbelievably long.1. Get waiting numberwait +- 1 hr2. Get seated and orderwait +- 1 hr3. Food servedSo eating a meal there takes at least 3 hours...provided it is midnightAmazing food! Not only their lala is famous, do order 麦片虾膏 too! Love itBut waiting time is unbelievably long.1. Get waiting number …More","Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Jeyaganesh Marimuthu,Try the signature clam soup and the kedongdong juice drink.,"Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Jun Wei Sia,"I have been it's regular customer for 7 years. The food depends on the chef's mood I think. Sometimes good and sometimes bad. Don't expect to see your food served within 2 hours. Wait for seat need about 1 hours (fastest) , and food served within 1 hour(fastest) . So expect you'll spend 2.5-4hours there. Think again if you really wanna have your dinner there(or rather supper if you're abit late).I have been it's regular customer for 7 years. The food depends on the chef's mood I think. Sometimes good and sometimes bad. Don't expect to see your food served within 2 hours. Wait for seat need about 1 hours (fastest) , and food served …More","Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
eric soong,Always have loved this place. Highly recommend!,"Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Wong Sin Zye,food very delicious especially the lala。。。i love it😘,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Sam Ng,"Famous restaurant with their signature dishes which is ginger steam lala & fried hokkien noodles.Ordered 1 fried Hokkien noodle 1pax, fried Hokkien mihun+mee 1pax & steam lala (big), total RM45. Reasonable price....Food taste ok but personally I dun think too much to shout off....Lala was a lot of sand, not really clean nicely....A lot of youngster here for late dinner/supper, can try their food since here is very famous restaurant in Klang.....Famous restaurant with their signature dishes which is ginger steam lala & fried hokkien noodles.Ordered 1 fried Hokkien noodle 1pax, fried Hokkien mihun+mee 1pax & steam lala …More","Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Alan K,Overrated Lala. I think their authentic Hokkien Mee actually much worth my petrol to travel there,"Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Kang Tan,"Very famous seafood, but need to wait for very long time because need to queue for many customers","Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Ally Chai,Please take note: if you're planning to come here please know it will a take a LONG time for your food to arrive. It is really good but expect a long wait time.,"Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Jack Liew,"Good food, not expensive!Steamed Lala is always a must in Boston","Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Kevin Teh,Cheap and absolutely delicious. Be early or be ready to queue.,"Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Mei H Wong,"Restaurant opens at 7pm, we reached 6.15pm cos some says it opens at 6pm and people started to queue up at 6.45pm. We were the second one cos we were waiting in car. So after sit for quite some time, we were asked for drinks order first, and then only food. Waited for 30 minutes for food to be served. Quite expected because people say that you have to wait for long time. The clams are really meaty and the soup is quite spicy and you can definitely taste the alcohol taste. There is only small or big - two sizes only. I think small one is enough for two people only if you really like clams. However when we come out there was already a long queue. So don't come with super hungry and empty stomach. I think I will not purposely go again but definitely worth trying.Restaurant opens at 7pm, we reached 6.15pm cos some says it opens at 6pm and people started to queue up at 6.45pm. We were the second one cos we were waiting in car. So after sit for quite some time, we were asked for drinks order first, …More","Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Cindy Wong,"Very nice and famous with their clam soup. Their clams are slightly bigger than the usual clams outside. One thing about this shop is that you need to be patient for long queue and also the waiting time for the dishes you have ordered. It could still be crowded if you go during the midnight.Once arrive, you need to get a number from the uncle at the counter and patiently wait for your number to be called. Then, get to sit down and order your food and then wait for another hour for your food.Very nice and famous with their clam soup. Their clams are slightly bigger than the usual clams outside. One thing about this shop is that you need to be patient for long queue and also the waiting time for the dishes you have ordered. It …More","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Moon Cheong,"I still like the food, just have to wait for at least an hour. If past midnight half an hour. The food is nice but my clam as usually has some sands inside. Guess because they are too busy to release. But overall food are superb.","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Kwong Jen,Crazy queue times even after expanding their shop,"Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Siegfried Shaun Dela Pena Tan,"It was my first ever visit today (27 Aug 2017). But the service upon arrival was HORRIBLE. We made a reservation the day before, and were assured that our booking was good.We arrived at 6.30pm sharp, though our reservation was at 7pm. Upon arrival, we were rudely told by the staff that our reservation doesn't matter and we have to wait for 2 hours before eating!!! We confronted the restaurant manager but was again turned away. They just gave us a queue number and told to stand waiting.Our family left the premises, very disappointed.The food may be good, but with service like that, we won't ever return again. What a bitter experience!And I'm gonna tell all my friends and family not to patronise this place in future.It was my first ever visit today (27 Aug 2017). But the service upon arrival was HORRIBLE. We made a reservation the day before, and were assured that our booking was good. …More","Rated 1.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Hoo Chung,Come for and only for the lala. The rest of the dishes are just slightly above average. Queue is very long if you come during opening hour and even though you are seated it takes another hour before your food arrives. Service is fast. Parking is available but some people will come and collect rm3.,"Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Ashley N,"Was here on Thursday for dine in.Waited for table around 1h.Food serve within 10mins.Just the lala takes longer, maybe around 30min.Waiting period definitely reduced due to less table, (RCO sop)Food still taste the same.The bosses was friendly and nice.But one thing is, the queue system need to be improve.Some ppl came later than me, gotten their table adi then me.I not sure did they make reservations anot.But what i know is boston dont take reservations.No sure their practice changed.Was here on Thursday for dine in.Waited for table around 1h.Food serve within 10mins. …More","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Yee Juenne Ng,"The food is 5 stars. Word of warning - be prepared to wait. Unless you are there at 5pm, you'll be waiting 2 hours for table and then food. But if you are prepared to wait, then this is a great place for cheap, good food. Definitely order the Clams in Superior Stock.","Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Ferron Chan,"Definitely over rated! Food is below average, lala over cooked, noodle is too salty.Most importantly, the waiting time is extremely long. I waited for 3 and half hours for my food to be served. Price is obviously over.Go there only if u have many time and not hungry.Definitely over rated! Food is below average, lala over cooked, noodle is too salty.Most importantly, the waiting time is extremely long. I waited for 3 and half …More","Rated 1.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Jia Wei,"Awesome seafood place though extremely packed.Famous Chinese seafood restaurant in Klang. Arrive as early as 530PM to avoid wait time of as long as 2 hours. When you arrive at that time, queue in the line to ensure you get the first seating.As for the food, obviously you will have to order the clam soup. Order more than one plate because you will probably love it so much that you would go for seconds.Awesome seafood place though extremely packed.Famous Chinese seafood restaurant in Klang. Arrive as early as 530PM to avoid …More","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
KW Tsen,Delicious fried hokkien mee but you must be able to wait,"Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Zhen Wei Yap,"Good food, interesting choices. We picked squid, clams and prawns. The chilli steam lala is pretty good. Price wise also considerably cheap. But issue is with the wait. Took us 3 hours from queue to eat.","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Stephen Chong,"Food is nice and cheap but the wait is super long. At least 2-3 hours. However, they missed my table number when serving the food and we had to wait even more just to get that one dish. Tried a few times, don't think I'll be coming back again due to bad service and super long wait.","Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Priscilla Chan,"I was curious to know why so many people are queuing to dine in here especially on weekends. Minimum 45mins to maximum 1 hour + standing at road side waiting to be seated (Giving business to dine in here yet like getting punishment to stand  ). Hope they will look into it seriously and improve from there after so many years. Also can consider priority to give ""Senior Citizen"" with family to be seated first instead of standing and waiting for table number.I was curious to know why so many people are queuing to dine in here especially on weekends. Minimum 45mins to maximum 1 hour + standing at road side waiting to be seated (Giving business to dine in here yet like getting punishment to …More","Rated 3.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
W. Lee,"Nestum fried prawn, soup lala, and their Hokkien noodle are the must to order. I personally three of these out of 6 dishes that we tried.We reached at 6pm, and queue up for 45 mins only got our seats. (The business hour shows on google isn’t accurate)Waited another 45 mins for our food to be served.Nestum fried prawn, soup lala, and their Hokkien noodle are the must to order. I personally three of these out of 6 dishes that we tried. …More","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Ellie Lee,"Came on weekday early dinner is very easy due to not crowded. But when came on weekend the crowd will scare u away. Kindly plan early. Steam lala is signature, hokkian mee, kongbo mantis prawn also good👍🏻","Rated 4.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
Kuan Yew Chong,"The food especially lala soup is amazing. Other dishes like hokkien Mee and fried squid are worth trying out as well. The place is always crowded. I would suggest going early around 5-6pm. The least waiting time would be the first batch of customers. All subsequent customer expect waiting time of 1hr for a table and 1hr to be served after placing order. If arrive late & there is a queue, make sure to get number at the counter insideThe food especially lala soup is amazing. Other dishes like hokkien Mee and fried squid are worth trying out as well. The place is always crowded. I would suggest going early around 5-6pm. The least waiting time would be the first batch of …More","Rated 5.0 out of 5,",Restoran Boston Baru,"1E, Jalan Kapar, Kawasan 18, Klang, Selangor"
